Year,Month,Date,GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob
1981,4,29,0,258.7,-0.7,-8.7,31.4,21.5,31.7,53.2,296.75,972.18,-79,3962.6,37.2,5741,,
1981,4,29,12,434.8,-0.6,-9.9,34.4,25.9,30.7,56.6,298.88,940.69,-73.3,6178,51.7,5795,,
1981,4,30,0,306.4,2,-4.2,36.7,21.9,32.7,54.6,292.65,930.4,-279.2,1590.6,38,5779,,
1981,4,30,12,226.9,-3.8,-12.1,35.7,21.3,30.7,52,297.13,919.48,-82.3,5793.1,47.1,5736,,
1981,5,1,0,134.8,-0.6,-7.9,33.5,18.9,28.9,47.8,296.91,998.09,-48,3497.1,37.9,5690,,
1981,5,1,12,266.5,0,-7.8,31.6,20.1,32.1,52.2,295.26,874.95,-333.8,3133.4,46.7,5819,,
1981,5,2,0,163.8,-1.8,-10.5,34.5,18.5,31.9,50.4,298.07,985.06,-40.8,3788.7,41.4,5725,,
1981,5,2,12,360.3,-4.5,-12.8,38.5,24.3,32.1,56.4,296.94,919.54,-83.8,4037.3,50.1,5755,,
1981,5,3,0,231.7,4.1,-1.6,36.5,20.7,31.3,52,292.42,956.62,-296.5,448.3,41.2,5745,,
1981,5,3,12,364.6,-1.8,-10.5,43.1,25.7,29.1,54.8,297.77,934.95,-53.3,4468.6,55.2,5780,,
1981,5,4,0,270.3,3,-3.5,40.3,23.1,28.1,51.2,294.05,977.71,-69.5,757.5,49,5752,,
1981,5,4,12,191.4,0.7,-7.2,36.3,21.1,26.1,47.2,295.89,929.37,-55.8,3203.1,49.7,5767,,
1981,5,5,0,141.8,2.7,-3.6,33.1,20.3,26.1,46.4,294.3,985.34,-25.1,1476,39.9,5719,,
1981,5,5,12,152.1,0.9,-6.2,31.7,19.7,25.1,44.8,295.89,985.21,-2.4,2413.7,42.1,5696,,
1981,5,6,0,173.8,4.9,-1.8,29.5,17.7,22.7,40.4,294.88,982.77,-20.1,841.3,44.2,5705,,
1981,5,6,12,233.9,1.8,-5.6,35.5,23.3,24.1,47.4,295.61,961.53,-16,2206.6,50.6,5752,,
1981,5,7,0,252.7,5.2,-2,36.7,21.7,23.3,45,295.45,980.15,-9.3,742.9,55.2,5753,,
1981,5,7,12,246.2,3.7,-4.1,40.1,22.9,24.9,47.8,296.2,961.41,-42.7,1546.6,61,5776,,
1981,5,8,0,167.6,4.6,-2.9,32.5,19.5,23.9,43.4,296.09,985.21,-16.9,824.5,48.1,5747,,
1981,5,8,12,215.3,2.7,-5.1,38.3,21.5,26.3,47.8,295.42,913.59,-143.7,2138.2,55.7,5809,,
1981,5,9,0,303,4.4,-5.1,31,24.5,26.7,51.2,297.47,985.12,-66.4,210,54.1,5789,,
1981,5,9,12,259.7,2.5,-5,34.9,22.7,25.5,48.2,295.27,903.64,-107.2,490.7,47.6,5794,,
1981,5,10,0,212.6,6.5,0,37.3,19.3,30.3,49.6,293.47,961.9,-393.9,5.2,48,5817,,
1981,5,10,12,267.3,5,-4.1,41.5,21.3,22.3,43.6,298.68,958.18,-36.9,5073.1,71.3,5795,,
1981,5,11,0,165.7,3.4,-3.2,31.3,17.1,28.5,45.6,294.25,961.78,-154.9,712.3,41.6,5768,,
1981,5,11,12,206.4,1,-6.5,25.6,18.5,25.1,43.6,295.77,896.53,-119.4,3020.3,44.8,5771,,
1981,5,12,0,330.3,2.6,-3.9,40.1,23.3,30.3,53.6,294.29,964.46,-155.3,920.9,45.8,5748,,
1981,5,12,12,296.2,0,-10.1,33.2,23.7,29.1,52.8,295.89,882.94,-57.7,4327.7,39.6,5742,,
1981,5,13,0,182.9,2.8,-4.4,34.5,18.9,28.5,47.4,295.77,972.31,-90.1,711.3,43.6,5747,,
1981,5,13,12,112.4,4.9,-4.8,26.9,8.1,29.9,38,294.21,845.75,-213.8,2903.4,31.9,5813,,
1981,5,14,0,134.8,2.6,-6.9,29.1,13.1,29.9,43,299.43,982.41,-96,4514.2,41.4,5803,,
1981,5,14,12,224.5,-0.1,-10.3,36.7,21.3,29.5,50.8,296.12,891.54,-47.6,5697,33.5,5744,,
1981,5,15,0,163.7,1.2,-9.6,27.8,17.3,30.3,47.6,297.3,920.95,-32.2,4296.6,32.4,5746,,
1981,5,15,12,228.5,2.4,-8.7,34.3,20.3,29.3,49.6,297.73,923.45,-41.4,3816.8,40.1,5774,,
1981,5,16,0,194.4,1,-10.5,31,17.9,32.3,50.2,298.26,935.81,-56.8,3964.9,33.5,5777,,
1981,5,16,12,385.4,4.6,-7.3,29.4,25.3,27.1,52.4,298.52,923.37,-97.2,2937.6,40.8,5829,,
1981,5,17,0,217.7,1.1,-7.9,23,18.7,26.3,45,298.74,974.59,-16.8,24.3,44.1,5780,,
1981,5,17,12,347.8,2.7,-7.3,27.8,21.9,31.9,53.8,295.23,894.62,-155.5,1659.3,34.4,5778,,
1981,5,18,0,224.7,3.2,-3.2,29.6,21.1,29.9,51,294.47,980.24,-175.8,281,42.1,5755,,
1981,5,18,12,191.4,2.3,-8.3,32.7,19.7,27.3,47,296.2,894.37,-39.3,3328.2,37.6,5798,,
1981,5,19,0,239.3,2.8,-6,37.7,23.9,25.9,49.8,298.27,985.06,-20.8,1614.1,51.6,5784,,
1981,5,19,12,301.1,5.2,-5.2,37.5,24.5,25.5,50,296.26,897.14,-49.4,2132,44.6,5779,,
1981,5,20,0,427.4,8.2,-1.2,43.5,25.1,29.1,54.2,298.15,974.66,-413.6,104,76.4,5902,,
1981,5,20,12,211.3,2.9,-7.4,34.9,21.9,25.7,47.6,296.08,882.89,-55.7,5278.7,40.6,5772,,
1981,5,21,0,228.8,5,-2.4,36.3,21.7,23.7,45.4,295.76,958.72,-33.4,521.5,54.3,5764,,
1981,5,21,12,216.2,4.6,-3.2,31.9,20.3,24.7,45,295.89,929.37,-98.9,842.6,56.6,5821,,
1981,5,22,0,229.8,3.8,-5,18.6,21.9,27.9,49.8,297.87,985.09,-81.1,1044,45.3,5814,,
1981,5,22,12,298.1,6.6,-1.9,37.9,23.9,26.3,50.2,292.03,875.28,-126.9,404.9,39.3,5772,,
1981,5,23,0,149.4,2.1,-5.4,17.6,16.3,30.1,46.4,296.04,980.09,-86.8,780.5,37.2,5769,,
1981,5,23,12,313.8,-0.9,-9.1,28.4,21.7,35.3,57,290.75,815.24,-401.2,1045.8,31.8,5784,,
1981,5,24,0,298,3.2,-5.9,32.4,23.7,26.3,50,298.8,979.84,-21,2436.2,52.9,5795,,
1981,5,24,12,334.6,0.8,-9.1,37.5,23.9,29.9,53.8,295.24,880.2,-78,3596.5,39.1,5768,,
1981,5,25,0,147.3,2.2,-5.4,30.5,17.1,29.7,46.8,295.76,958.72,-122.9,796,45.5,5785,,
1981,5,25,12,260.1,1.3,-7.7,34.5,22.3,25.7,48,298.32,909.16,-87.4,4182.4,57.4,5835,,
1981,5,26,0,229.3,4.2,-2.6,33.5,23.3,25.1,48.4,294.95,969.74,-78.3,355.5,48.4,5740,,
1981,5,26,12,254.7,1.8,-6.5,35.7,22.9,24.9,47.8,296.82,899.52,-119.1,3438.9,57.4,5809,,
1981,5,27,0,262,3.7,-3.8,39.3,24.1,25.3,49.4,296.31,990.22,-28.5,1.2,54.7,5746,,
1981,5,27,12,317.6,2.5,-6,41.9,22.9,29.5,52.4,297.41,963.97,-111.5,1996.6,62.6,5806,,
1981,5,28,0,217.1,5.7,-2.2,23.2,18.7,26.7,45.4,296.74,995.13,-132.9,439.7,50.9,5785,,
1981,5,28,12,289.3,4.5,-4.8,37.1,23.9,25.1,49,294.02,892.12,-50.2,32.7,43.6,5754,,
1981,5,29,0,196.4,7.9,1.1,33.7,15.7,29.5,45.2,293.69,942.06,-407.7,7.3,53.7,5832,,
1981,5,29,12,268.3,-2.5,-10.3,36.9,22.5,27.9,50.4,296.65,916.4,-53.3,3191,47.9,5752,,
1981,5,30,0,165.7,2.2,-5.2,27.5,17.7,28.7,46.4,295.87,982.68,-98.7,939.7,38.4,5755,,
1981,5,30,12,152.7,0.4,-8.9,29.5,12.7,26.1,38.8,299.4,931.38,-46.7,5877.6,47,5792,,
1981,5,31,0,360.4,-1,-10.1,37.7,24.5,30.3,54.8,299.2,979.81,-4.6,7.1,48.5,5757,,
1981,5,31,12,224.3,6.1,-1,37.1,21.1,27.3,48.4,289.37,857.76,-213.1,348.5,39.1,5739,,
1981,6,1,0,139.5,3.9,-3.1,27.5,16.3,27.1,43.4,295.62,979.5,-5.6,2.3,40.9,5754,,
1981,6,1,12,220.5,7.5,-1.9,38.7,19.1,23.7,42.8,293.64,871.68,-104.2,1148,49.5,5778,,
1981,6,2,0,218.6,6.9,-2.9,35.9,21.5,22.7,44.2,295.3,936.01,-6.7,1541,45.4,5758,,
1981,6,2,12,206.6,5.2,-4.1,36.3,20.9,24.3,45.2,293.95,889.29,-39.6,3262.2,46.7,5752,,
1981,6,3,0,211.5,5.8,-4.8,15,19.3,23.9,43.2,296.55,923.59,-13.2,1669.8,33.6,5765,,
1981,6,3,12,261,6.4,-3.4,19.8,21.5,23.5,45,295.05,880.25,-62.5,3717.3,35.4,5759,,
1981,6,4,0,113.3,0.2,-10.3,12.4,12.3,31.3,43.6,296.76,879.7,-100.4,5900.8,26.4,5748,,
1981,6,4,12,180.1,0.6,-9,27.9,15.3,30.1,45.4,294.92,827.85,-222.5,4477.8,33.8,5764,,
1981,6,5,0,259.6,3.3,-4.7,37.9,19.5,32.9,52.4,290.88,847.29,-331.6,1054.3,40.8,5754,,
1981,6,5,12,191,3.7,-4.8,31.7,18.5,28.5,47,291.99,846.77,-241,2168.5,40.2,5757,,
1981,6,6,0,334.7,2,-7.5,40.3,23.1,31.5,54.6,294.72,897.53,-108.5,1755.7,44.4,5736,,
1981,6,6,12,180.9,2.9,-8.7,24.2,16.9,28.1,45,298.74,925.87,-22,4930.6,36,5768,,
1981,6,7,0,271.3,1.9,-4.1,29,21.5,33.1,54.6,286.23,806.48,-484.1,412.1,29.2,5714,,
1981,6,7,12,197.1,4,-4.4,33.1,20.5,28.3,48.8,291.87,853.44,-187.1,1306.8,40.2,5752,,
1981,6,8,0,185.7,4.1,-4.7,32.3,19.9,27.9,47.8,293.12,895.14,-107.1,1042.3,35.7,5742,,
1981,6,8,12,227.5,3.3,-5.7,35.7,22.1,27.1,49.2,293.17,852.87,-134.1,2340.2,43.6,5758,,
1981,6,9,0,212.2,2.8,-6.5,31,22.1,26.1,48.2,294.41,911.07,-21.3,2431.3,34.1,5722,,
1981,6,9,12,213.3,6.2,-3.4,33.3,20.5,25.3,45.8,294.34,897.61,-68.2,1442.2,40.7,5766,,
1981,6,10,0,222,2.4,-6.1,32.3,22.5,24.7,47.2,297.96,974.69,-9.1,2517.8,51.5,5767,,
1981,6,10,12,215.3,7.4,-2.7,33.5,18.5,22.5,41,295.36,900.14,-34.8,1291.4,46.1,5799,,
1981,6,11,0,209.2,3.4,-6.7,35.9,23.3,26.1,49.4,295.85,931.12,-7.8,3011.1,43.2,5769,,
1981,6,11,12,237,6.4,-2.8,30.3,20.3,23.3,43.6,293.33,862.48,-107.7,723,42.6,5793,,
1981,6,12,0,158.1,8.2,-0.5,21.8,14.9,25.3,40.2,292.31,878.16,-176.9,56.6,31.1,5787,,
1981,6,12,12,183.6,15.4,12.3,16,19.1,27.1,46.2,265.11,609.71,0,0,25.3,5728,,
1981,6,13,0,133.3,3.6,-5.3,19,15.3,27.9,43.2,293.56,889.4,-79.5,3167.7,26.4,5731,,
1981,6,13,12,200.3,3.5,-6.7,18,18.3,26.5,44.8,295.83,848.39,-133.3,5254.6,36.4,5806,,
1981,6,14,0,31,1.7,-6.4,19,5.6,32.3,37.9,291.72,840.1,-259.2,3673.4,19.7,5721,,
1981,6,14,12,221.5,1.6,-10.7,29.8,20.3,26.7,47,300.93,915.27,-15.9,9350.3,40.7,5755,,
1981,6,15,0,257.3,11.2,6.5,33,21.1,29.5,50.6,279.12,723.26,0,0,37.4,5764,,
1981,6,15,12,371.4,4.4,-4.7,41.3,26.1,27.1,53.2,293.29,856.08,-145.9,2752,52.3,5772,,
1981,6,16,0,165.9,0.2,-12.7,15.2,16.7,26.5,43.2,301.63,935.59,-2,6397.4,32.5,5786,,
1981,6,16,12,261.3,5.7,-5.4,42.1,23.3,24.1,47.4,297.82,930.95,-5.9,3810.6,60.3,5780,,
1981,6,17,0,226.5,9.1,-0.1,30.5,19.7,21.1,40.8,294.11,936.09,-5.9,1.3,44.8,5775,,
1981,6,17,12,281.9,4.7,-6.1,39.7,22.7,23.7,46.4,297.13,910.57,-17.2,3504.4,56.1,5784,,
1981,6,18,0,253,5.2,-4.8,36.3,23.1,23.9,47,295.65,931.14,-5.9,2702.7,47.8,5763,,
1981,6,18,12,238.5,3.2,-7.7,40.5,21.9,25.3,47.2,297.27,907.88,-21.6,5622.9,52.8,5778,,
1981,6,19,0,265,6.8,-3.6,38.3,21.9,23.7,45.6,296.21,928.62,-11.7,21.4,52.2,5780,,
1981,6,19,12,281.3,5,-5.6,43.7,22.9,24.7,47.6,296.83,905.27,-32.6,3808.9,60.2,5759,,
1981,6,20,0,292.6,8.5,-5.6,39.9,21.9,22.7,44.6,294.88,933.64,-31.7,50.6,46.6,5759,,
1981,6,20,12,296,6.9,-3.5,38.1,21.5,23.5,45,296.68,935.92,-6.6,1472.5,53.9,5741,,
1981,6,21,0,312.1,7.8,-2.1,35.3,20.1,21.9,42,296.29,935.95,-3.2,1810.9,55,5697,,
1981,6,21,12,268.1,9.3,0.2,33.1,18.7,20.7,39.4,294.92,938.42,-4.5,120.8,49.7,5692,,
1981,6,22,0,332.8,7.4,-3.3,37.5,21.9,21.9,43.8,297.35,949.99,6.6,2103.8,52.7,5743,Prob,
1981,6,22,12,281.5,6.9,-3,37.1,21.1,24.3,45.4,295.33,908.24,-44.8,4010.6,52.4,5769,,
1981,6,23,0,242.1,3,-8.9,32.5,19.9,23.1,43,299.51,942.96,-0.5,7243.8,48.1,5767,,
1981,6,23,12,199.2,7.1,-2.9,18.6,14.7,24.1,38.8,294.94,883.22,-77.9,1681.6,30.3,5807,,
1981,6,24,0,223.5,6.2,-4.1,33.1,21.1,23.1,44.2,296.1,938.34,-2.6,1841.3,45.8,5778,,
1981,6,24,12,239,3.6,-6.3,32.9,22.3,26.5,48.8,295.36,900.14,-39.8,4385.4,43.8,5775,,
1981,6,25,0,227.7,2.6,-6.7,37.3,22.7,25.1,47.8,299.03,982.44,-6.5,3584.8,62.1,5800,,
1981,6,25,12,210.1,4.6,-4.3,39.3,22.5,24.7,47.2,293.83,926.42,-9.3,2566.5,44.4,5723,,
1981,6,26,0,277.8,8,-1.4,42.5,21.3,24.1,45.4,298.38,977.28,-153.5,1330.8,78.3,5870,,
1981,6,26,12,207.3,5.9,-3.1,34.5,20.5,23.3,43.8,294,923.92,-10.2,1394.5,41.1,5738,,
1981,6,27,0,257.9,5.6,-3.9,30.5,19.5,23.7,43.2,299.03,982.44,-10.7,2805,59.9,5828,,
1981,6,27,12,246.6,2,-6.8,28.8,21.5,24.9,46.4,298.18,922.32,-59.2,5444.7,54.3,5813,,
1981,6,28,0,225.5,4.6,-4.3,30.5,19.5,23.3,42.8,298.18,977.28,-5.4,1946.2,53.7,5796,,
1981,6,28,12,181.1,2.6,-6.5,32.7,18.3,24.9,43.2,298.62,955.37,-24.9,4297.7,50.1,5806,,
1981,6,29,0,201,2.1,-6.9,31.1,20.1,23.1,43.2,298.86,985.03,-1.4,3044.4,48,5760,,
1981,6,29,12,231.1,4,-7.1,40.1,22.5,25.5,48,297.73,923.45,-11.7,4078.8,53.4,5776,,
1981,6,30,0,297,4.5,-7.1,45.3,25.1,25.3,50.4,298.72,942.98,-2,4064.8,62,5785,,
1981,6,30,12,264.1,6.4,-3.7,36.3,21.1,25.5,46.6,295.42,913.48,-64.5,935.3,50.7,5771,,
1981,7,1,0,284.2,5,-3.8,42.7,23.1,24.7,47.8,297.85,962.77,-56.2,1712.5,70.6,5772,,
1981,7,1,12,273.3,3.7,-6.8,43.1,23.9,25.3,49.2,296.59,913.29,-16.8,2607.4,56.9,5757,,
1981,7,2,0,275.7,7,-3.3,38.3,20.3,22.5,42.8,295.81,902.77,-34.1,1373.6,56.7,5772,,
1981,7,2,12,246.8,6.4,-3.6,34.1,20.3,22.3,42.6,295.77,923.7,-7.5,2028.9,48.9,5751,,
1981,7,3,0,255,6.2,-3.6,39.3,20.9,24.1,45,295.3,918.68,-28.9,2110.8,51.3,5739,,
1981,7,3,12,256.3,6.6,-3.6,39.5,22.3,23.3,45.6,296.34,945.4,-0.7,189.8,34.3,5739,,
1981,7,4,0,242.9,7.1,-3,36.1,19.5,23.5,43,295.38,910.87,-45.6,1474.8,49.5,5778,,
1981,7,4,12,271.5,3.5,-7.1,40.9,23.7,25.7,49.4,297.33,923.51,-10.7,3054.6,53.5,5723,,
1981,7,5,0,182.1,7.3,-0.4,31.1,18.3,24.9,43.2,290.71,863.52,-172.2,128.8,38.1,5735,,
1981,7,5,12,61.9,4.4,-2.8,22.3,10.7,23.9,34.6,291.45,908.98,-19.1,403.9,31.7,5653,,
1981,7,6,0,238.5,4.9,-5.8,36.5,22.3,24.5,46.8,297.13,945.37,-0.5,3783.2,48.3,5763,,
1981,7,6,12,267.8,5.9,-4.8,39.9,22.5,22.9,45.4,296.78,926.09,-9.4,21.1,58,5766,,
1981,7,7,0,237.6,7,-3.2,32.9,19.7,21.3,41,296.12,940.73,-1.8,2208.1,47.7,5741,,
1981,7,7,12,110,10.9,5.5,11.2,9.3,22.9,32.2,285.6,832.87,0,0,22.2,5716,,
1981,7,8,0,175.1,2.9,-6.5,30.3,19.5,23.9,43.4,295.28,933.59,-3.1,3796.2,35.3,5691,,
1981,7,8,12,279.5,9.4,-0.8,38.3,19.5,20.7,40.2,295.93,921.15,-17.7,1009.8,60.6,5763,,
1981,7,9,0,263.4,6.4,-4,41.5,23.3,23.9,47.2,297.35,949.99,0,2514.4,57.4,5767,Prob,
1981,7,9,12,289.2,9.7,-1.9,45.2,21.2,25.4,46.6,297.61,915.76,-126.6,2187.8,72.5,5860,,
1981,7,10,0,225.3,12.4,-1.9,34.2,16.2,18.8,35,295.37,923.73,-19.9,107.9,39.7,5860,,
1981,7,10,12,209.6,8.4,-1.1,33.5,18.1,20.3,38.4,294.41,911.07,-18.9,19.5,53.2,5772,,
1981,7,11,0,253.9,5.5,-4.4,40.9,24.3,24.9,49.2,295.48,933.59,-3.8,6.8,48.6,5754,,
1981,7,11,12,272.8,7.4,-2.2,35.7,19.7,22.9,42.6,294.71,889.07,-31.4,3,50.1,5760,,
1981,7,12,0,221,7.3,-2.3,36.9,21.3,22.7,44,295.32,940.76,-1.8,426.7,51.9,5732,,
1981,7,12,12,219.4,5.2,-6,25.8,18.7,23.9,42.6,298.14,947.68,-0.1,1772,37.7,5757,,
1981,7,13,0,261.5,7,-3.6,38.9,22.3,23.1,45.4,296.74,945.4,-1.8,1294.2,52,5778,,
1981,7,13,12,240.6,8.8,-0.8,27.1,16.7,21.3,38,294.33,889.18,-51.7,276.3,42.1,5783,,
1981,7,14,0,245.7,8,-1.6,37.1,21.7,23.5,45.2,294.68,933.64,-67.8,381.6,50.3,5778,,
1981,7,14,12,217.2,7.9,-1.3,34.1,19.1,22.7,41.8,293.56,889.4,-187,265.8,49.3,5781,,
1981,7,15,0,254.3,7.6,-2.5,37.3,21.1,23.9,45,295.57,923.73,-34.5,1270.5,47.2,5774,,
1981,7,15,12,256.5,7.6,-3.3,39.7,21.7,22.5,44.2,296.98,926.06,-12.3,852.4,58.1,5790,,
1981,7,16,0,257.1,7.1,-4.3,39.5,21.3,23.1,44.4,297.87,935.84,-7,1548.4,62.6,5805,,
1981,7,16,12,271,4.9,-6.8,42.3,23.5,24.3,47.8,298.88,938.2,-2.3,4506.2,62.8,5791,,
1981,7,17,0,280.7,6.4,-2.4,42.5,23.3,25.3,48.6,298.13,995.1,-103.4,1336,72.6,5818,,
1981,7,17,12,263.6,6.8,-4,38.5,21.1,22.9,44,296.88,935.9,-3.9,2252.5,55.8,5802,,
1981,7,18,0,249.4,5.4,-3.5,40.9,21.9,23.7,45.6,298.28,987.59,-24.4,1875.8,67.7,5808,,
1981,7,18,12,223.6,5.1,-4.1,32.7,20.7,24.5,45.2,293.95,889.29,-50.3,2199.7,40.4,5747,,
1981,7,19,0,247,3.5,-5,41.3,23.3,24.1,47.4,298.04,982.5,-15.7,2577.9,65,5770,,
1981,7,19,12,240.2,7.4,-3.2,40.1,20.7,22.7,43.4,296.44,915.93,-19.7,3094.6,58.6,5801,,
1981,7,20,0,242.6,8,-2.8,39.7,21.3,23.1,44.4,296.44,931.06,-16.7,867.6,61,5830,,
1981,7,20,12,234.4,6.5,-4.4,35.9,20.1,21.9,42,297.22,905.19,-25.4,3152.1,49.4,5792,,
1981,7,21,0,215.7,7.8,-2.6,33.3,19.5,22.5,42,296.09,935.95,-3.7,831.8,46.2,5792,,
1981,7,21,12,404.6,-1.7,-12.1,43.7,25.5,30.7,56.2,296.77,857.92,-106.2,5583.6,49.4,5761,,
1981,7,22,0,221.1,5,-4.6,36.1,22.1,24.9,47,294.91,918.73,-19,2833.6,46.5,5758,,
1981,7,22,12,287.1,6.6,-4.7,36.9,21.1,22.9,44,297.76,913.1,-21.9,3458.9,59.1,5822,,
1981,7,23,0,250.8,4.8,-3.2,38.1,23.9,26.1,50,291.65,889.92,-72.9,29.1,43,5749,,
1981,7,23,12,256.7,8,-2.7,36.9,19.5,22.1,41.6,296.3,908.05,-27.5,3313.5,54.9,5819,,
1981,7,24,0,259.1,4.8,-4.4,38.5,21.9,24.9,46.8,298.88,987.56,-13.6,3521.5,59.9,5803,,
1981,7,24,12,179.3,1.1,-8.2,27.1,18.1,24.5,42.6,298.95,943.65,-47,5759,50.1,5818,,
1981,7,25,0,239.4,3.8,-5.8,32.9,21.7,25.3,47,299.27,987.53,-7.5,4227.3,60,5826,,
1981,7,25,12,123.6,-0.7,-9.7,16.4,14.7,24.5,39.2,298.88,940.69,-32,6790.4,37,5773,,
1981,7,26,0,221.2,2.9,-6.4,34.9,20.5,25.7,46.2,299.06,985,-20,4310,53.8,5798,,
1981,7,26,12,241.3,3.1,-6,36.9,20.3,23.9,44.2,298.69,940.75,-48.5,4804.2,63.5,5800,,
1981,7,27,0,259.7,2.9,-6.2,40.5,23.1,25.9,49,298.88,987.56,-15.3,4086,63.5,5783,,
1981,7,27,12,161.7,1.3,-6.2,27.9,15.9,24.5,40.4,299.69,971.79,-8.1,413.8,36.4,5795,,
1981,7,28,0,221.1,1.6,-7.6,36.3,22.3,24.5,46.8,299.27,987.53,-1.6,4298.2,57.3,5756,,
1981,7,28,12,222.2,2.7,-6.1,33.7,18.9,23.9,42.8,298.19,943.86,-30.7,3176.1,53.8,5792,,
1981,7,29,0,270.9,3.1,-6.8,39.7,22.7,26.5,49.2,299.85,984.94,-33.9,3207.5,66.6,5825,,
1981,7,29,12,232.7,5.3,-5.7,36.3,20.1,24.1,44.2,297.14,923.54,-9.8,4704,47.2,5775,,
1981,7,30,0,251.9,3.4,-5.7,40.5,22.1,23.5,45.6,298.74,974.59,-14,5639.4,65.2,5791,,
1981,7,30,12,222.4,9.3,-0.5,34.7,18.1,22.7,40.8,294.29,880.47,-112.2,353.9,51.2,5815,,
1981,7,31,0,232.2,6.4,-2.9,38.1,22.1,24.3,46.4,294.39,923.87,-22.8,1164,49.5,5746,,
1981,7,31,12,212.9,3.5,-6.9,37.3,21.3,24.7,46,296.55,910.68,-19.5,4148.1,47.5,5745,,
1981,8,1,0,242.8,5.4,-3.2,32.9,21.1,24.1,45.2,297.67,983.12,-39.9,1771.1,53.8,5791,,
1981,8,1,12,216.9,6.2,-3.2,31.7,19.1,24.3,43.4,294.06,886.38,-65.7,2230.3,42,5774,,
1981,8,2,0,188,7.8,-0.7,32.3,18.3,24.5,42.8,292.52,903.46,-94.5,460,42.1,5751,,
1981,8,2,12,226.6,8.2,-0.3,34.3,19.1,23.1,42.2,292.23,889.75,-126,353.7,46.5,5762,,
1981,8,3,0,271.9,6.9,-3.6,35.5,21.1,23.1,44.2,296.3,938.34,-3.1,2511.7,48.6,5795,,
1981,8,3,12,296.4,5.7,-4.8,40.5,23.5,23.9,47.4,296.32,921.09,-13.9,3982,56.1,5772,,
1981,8,4,0,261.2,6,-4.3,38.7,22.5,24.3,46.8,296.1,938.34,-2.3,946.1,50.9,5770,,
1981,8,4,12,226.7,6.6,-2.8,31.5,18.7,24.3,43,294.36,908.43,-45.8,2223.9,41.1,5750,,
1981,8,5,0,289,7.8,-3.4,41.3,22.5,23.1,45.6,297.74,947.68,-1.1,1926,60.5,5789,,
1981,8,5,12,263,3.7,-7.2,35.1,23.1,25.1,48.2,297.46,918.37,-11.2,5241.9,48.7,5757,,
1981,8,6,0,251,5.9,-4.1,32.7,21.7,25.3,47,295.42,913.48,-59.2,1290,47.6,5769,,
1981,8,6,12,210.3,6.8,-2.3,27.1,14.7,25.7,40.4,292.72,828.97,-269.7,2027.3,37.6,5813,,
1981,8,7,0,244.2,10.3,2.3,30.7,15.5,23.1,38.6,290.61,860.42,0,0,40.4,5782,,
1981,8,7,12,325.1,6.8,-4.3,38.3,20.5,22.1,42.6,297.57,926.01,-7.9,2040.1,62,5789,,
1981,8,8,0,365,9.6,-1.4,36.7,19.3,20.7,40,297.09,938.29,-2.3,13.4,60.6,5796,,
1981,8,8,12,285,5.2,-5.2,38.9,22.1,22.1,44.2,296.95,947.71,-0.1,3073.1,55.5,5725,,
1981,8,9,0,299.7,11.9,3.3,37.3,20.7,22.9,43.6,291.54,878.41,0,0,55.8,5843,,
1981,8,9,12,221.2,9.3,0.3,30.3,18.1,22.1,40.2,293.34,905.96,-102.5,324.4,44.6,5785,,
1981,8,10,0,266,8.8,-2,33.7,19.7,22.7,42.4,296.16,923.65,-54.6,442,53.7,5842,,
1981,8,10,12,266.2,6,-5.2,37.9,21.5,23.1,44.6,297.55,902.39,-27.8,3256.8,56,5808,,
1981,8,11,0,260.2,7.5,-3.1,35.7,19.9,23.3,43.2,296.4,913.35,-29,1155.9,52.9,5805,,
1981,8,11,12,231.5,3.1,-7.1,41.5,23.5,24.5,48,296.33,899.92,-23.7,4371.2,54.7,5751,,
1981,8,12,0,276.6,4.6,-6.1,40.3,23.3,25.1,48.4,297.03,931.03,-7.9,2228.3,53.5,5761,,
1981,8,12,12,297.9,2.8,-8.6,40.7,22.7,27.1,49.8,298.45,899.45,-39.4,4131.7,54.8,5784,,
1981,8,13,0,271.7,5.1,-5.8,40.7,22.7,24.1,46.8,297.67,935.84,-3.4,1001,58,5741,,
1981,8,13,12,275.1,7.4,-3.1,36.7,20.5,21.3,41.8,296.74,923.56,-10.7,2307,53.2,5742,,
1981,8,14,0,319.5,8,-2.9,37.5,21.5,23.1,44.6,297.47,935.87,-20.8,2431.1,56.1,5756,,
1981,8,14,12,302.9,8.7,-1.1,34.7,19.1,21.1,40.2,295.34,921.23,-15.6,704.3,51.5,5755,,
1981,8,15,0,305.7,8.3,-1.9,37.3,21.5,22.1,43.6,296.15,949.99,6.3,710.3,52.8,5762,Prob,
1981,8,15,12,326.4,9.4,-1.4,38.5,20.5,22.1,42.6,296.61,928.59,-57.5,287.5,62.5,5810,,
1981,8,16,0,215.7,5.3,-3.7,26.5,16.5,25.9,42.4,298.24,982.5,-60.5,66.4,43.8,5824,,
1981,8,16,12,269.3,7.1,-3.8,37.1,20.5,23.7,44.2,296.74,910.63,-31.5,2056.8,53.7,5821,,
1981,8,17,0,289.4,6.2,-3.5,40.1,22.5,22.9,45.4,299.51,992.6,-7.9,1806.2,70.9,5836,,
